customerID,gender,SeniorCitizen,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
cust-0274,female,0,69.0,yes,no,two year,yes,credit card,,4623.91,no
cust-0167,male,0,3.0,yes,fiber optic,month-to-month,no,mailed check,89.64,263.34,yes
cust-0841,male,0,5.0,yes,no,month-to-month,no,mailed check,79.16,381.19,no
cust-0021,female,0,20.0,yes,dsl,month-to-month,yes,mailed check,27.88,537.96,no
cust-0647,female,0,56.0,yes,fiber optic,month-to-month,no,mailed check,33.7,1796.79,no
cust-0819,male,0,33.0,yes,no,month-to-month,yes,electronic check,97.72,3367.18,yes
cust-0485,female,0,64.0,yes,fiber optic,month-to-month,no,mailed check,74.69,4579.32,yes
cust-0505,female,0,69.0,yes,fiber optic,month-to-month,no,bank transfer,87.16,5770.01,yes
cust-0832,male,0,59.0,yes,dsl,one year,no,electronic check,94.13,5716.4,no
cust-0244,male,1,38.0,yes,no,one year,no,mailed check,70.5,2729.8,yes
cust-0567,male,0,51.0,no,dsl,month-to-month,no,electronic check,102.07,4983.06,yes
cust-0876,male,0,38.0,yes,no,two year,no,credit card,42.4,1648.63,no
cust-0563,male,0,27.0,yes,fiber optic,one year,yes,credit card,100.68,2823.71,no
cust-0994,female,0,28.0,yes,fiber optic,two year,yes,electronic check,104.45,2942.93,no
cust-0687,female,1,59.0,no,fiber optic,month-to-month,no,mailed check,109.94,6390.74,yes
cust-0958,male,0,65.0,yes,dsl,month-to-month,no,electronic check,36.69,2460.02,yes
cust-0190,male,0,16.0,yes,dsl,month-to-month,yes,credit card,67.96,1037.9,no
cust-0783,male,0,44.0,yes,dsl,two year,no,electronic check,39.9,1758.25,no
cust-0976,male,1,21.0,no,fiber optic,one year,yes,mailed check,94.18,2072.38,no
cust-0700,male,0,6.0,yes,dsl,one year,yes,credit card,,548.2,yes
cust-0476,female,0,69.0,yes,no,month-to-month,no,electronic check,76.36,5031.76,yes
cust-0682,male,1,24.0,yes,dsl,month-to-month,no,electronic check,105.74,2489.89,yes
cust-0511,female,0,51.0,yes,,one year,no,bank transfer,92.65,,no
cust-0059,male,0,5.0,yes,dsl,month-to-month,yes,electronic check,109.27,564.13,yes
cust-0475,female,0,50.0,yes,dsl,month-to-month,yes,mailed check,20.93,1068.4,no
cust-0561,female,0,,yes,no,two year,yes,credit card,,927.4,no
cust-0748,female,0,47.0,yes,dsl,two year,yes,credit card,70.01,3389.45,no
cust-0253,female,0,52.0,yes,dsl,month-to-month,yes,bank transfer,57.39,2994.41,yes
cust-0022,male,0,15.0,yes,no,month-to-month,yes,credit card,92.51,1377.68,yes
cust-0314,female,0,1.0,yes,dsl,two year,no,credit card,103.78,99.9,no
cust-0460,male,0,18.0,yes,dsl,month-to-month,no,bank transfer,98.48,1741.56,yes
cust-0161,male,0,6.0,yes,fiber optic,month-to-month,yes,electronic check,83.99,528.72,no
cust-0277,female,0,,yes,no,month-to-month,yes,bank transfer,28.21,1889.42,yes
cust-0956,male,1,53.0,yes,fiber optic,one year,yes,bank transfer,27.44,1480.59,no
cust-0192,female,0,66.0,yes,fiber optic,one year,yes,electronic check,105.63,7114.84,no
cust-0386,female,0,28.0,yes,dsl,two year,no,electronic check,99.71,2673.67,no
cust-0806,female,0,16.0,yes,dsl,two year,yes,bank transfer,46.38,761.91,no
cust-0414,female,0,55.0,no,dsl,month-to-month,yes,electronic check,66.23,3554.73,yes
cust-0492,female,0,42.0,yes,dsl,month-to-month,yes,bank transfer,,,yes
cust-0344,male,0,54.0,yes,dsl,month-to-month,yes,bank transfer,67.41,3733.86,no
cust-0770,female,0,44.0,yes,fiber optic,one year,yes,bank transfer,55.53,2545.32,no
cust-0309,female,0,45.0,yes,fiber optic,month-to-month,no,electronic check,72.42,3271.21,no
cust-0662,female,0,21.0,yes,dsl,two year,no,electronic check,107.24,2161.51,no
cust-0131,male,0,70.0,yes,dsl,one year,no,credit card,85.06,5830.67,no
cust-0664,male,0,,yes,dsl,month-to-month,yes,mailed check,52.17,,no
cust-0872,male,0,,yes,no,one year,yes,electronic check,86.3,4684.72,yes
cust-0088,female,0,26.0,yes,dsl,one year,yes,electronic check,51.68,1369.73,no
cust-0331,male,0,49.0,yes,fiber optic,two year,yes,electronic check,85.39,4305.4,no
cust-0467,male,1,69.0,yes,dsl,two year,yes,electronic check,95.0,6689.62,no
cust-0122,female,1,3.0,yes,no,two year,yes,electronic check,25.08,77.2,no
cust-0861,female,0,49.0,yes,dsl,month-to-month,no,credit card,103.84,5307.47,no
